49^Expert^2013-09-30 15:38:37^2013-09-30 15:38:37
50^Committee^2013-09-30 15:38:37^2013-09-30 15:38:37
51^2009^2013-09-30 15:38:39^2013-09-30 15:38:39
52^Expenditure^2013-09-30 15:38:45^2013-09-30 15:38:45
53^Onwards^2013-09-30 15:38:45^2013-09-30 15:38:45
54^Resources^2013-09-30 15:38:45^2013-09-30 15:38:45
55^DST^2013-09-30 15:38:45^2013-09-30 15:38:45
56^Science^2013-09-30 15:38:46^2013-09-30 15:38:46
57^Technology^2013-09-30 15:38:46^2013-09-30 15:38:46
58^Management^2013-09-30 15:38:46^2013-09-30 15:38:46
59^Information^2013-09-30 15:38:46^2013-09-30 15:38:46
60^NSTMIS^2013-09-30 15:38:46^2013-09-30 15:38:46
61^1970^2013-09-30 15:38:47^2013-09-30 15:38:47
62^71^2013-09-30 15:38:47^2013-09-30 15:38:47
63^Relation^2013-09-30 15:38:48^2013-09-30 15:38:48
64^GNP^2013-09-30 15:38:48^2013-09-30 15:38:48
65^GDP^2013-09-30 15:38:48^2013-09-30 15:38:48
66^Percentage^2013-09-30 15:38:49^2013-09-30 15:38:49
67^Economic^2013-09-30 15:38:49^2013-09-30 15:38:49
68^Ministry^2013-09-30 15:38:49^2013-09-30 15:38:49
69^Finance^2013-09-30 15:38:50^2013-09-30 15:38:50
70^1995^2013-09-30 15:38:50^2013-09-30 15:38:50
71^96^2013-09-30 15:38:50^2013-09-30 15:38:50
72^2007^2013-09-30 15:38:50^2013-09-30 15:38:50
73^Prices^2013-09-30 15:38:51^2013-09-30 15:38:51
74^1980^2013-09-30 15:38:53^2013-09-30 15:38:53
75^81^2013-09-30 15:38:53^2013-09-30 15:38:53
76^Scientific^2013-09-30 15:38:56^2013-09-30 15:38:56
77^Agencies^2013-09-30 15:38:57^2013-09-30 15:38:57
78^Country^2013-09-30 15:38:57^2013-09-30 15:38:57
79^1958^2013-09-30 15:39:00^2013-09-30 15:39:00
80^59^2013-09-30 15:39:00^2013-09-30 15:39:00
81^Central^2013-09-30 15:39:01^2013-09-30 15:39:01
82^Ministries^2013-09-30 15:39:01^2013-09-30 15:39:01
83^Departments^2013-09-30 15:39:02^2013-09-30 15:39:02
84^2002^2013-09-30 15:39:03^2013-09-30 15:39:03
85^2005^2013-09-30 15:39:03^2013-09-30 15:39:03
86^Governments^2013-09-30 15:39:04^2013-09-30 15:39:04
87^Cooperative^2013-09-30 15:39:06^2013-09-30 15:39:06
88^Associations^2013-09-30 15:39:06^2013-09-30 15:39:06
89^1996^2013-09-30 15:39:10^2013-09-30 15:39:10
90^97^2013-09-30 15:39:10^2013-09-30 15:39:10
91^Advertising^2013-09-30 15:39:11^2013-09-30 15:39:11
92^Machinery^2013-09-30 15:39:12^2013-09-30 15:39:12
93^Public^2013-09-30 15:39:14^2013-09-30 15:39:14
94^Undertakings^2013-09-30 15:39:14^2013-09-30 15:39:14
95^Industry^2013-09-30 15:39:19^2013-09-30 15:39:19
96^Groups^2013-09-30 15:39:19^2013-09-30 15:39:19
97^2004^2013-09-30 15:39:21^2013-09-30 15:39:21
98^2003^2013-09-30 15:39:24^2013-09-30 15:39:24
99^Objectives^2013-09-30 15:39:30^2013-09-30 15:39:30
100^Equivalent^2013-09-30 15:39:40^2013-09-30 15:39:40
101^Manpower^2013-09-30 15:39:40^2013-09-30 15:39:40
102^Establishments^2013-09-30 15:39:40^2013-09-30 15:39:40
103^Qualifications^2013-09-30 15:39:44^2013-09-30 15:39:44
104^Sectors^2013-09-30 15:39:45^2013-09-30 15:39:45
105^Annual^2013-09-30 15:39:54^2013-09-30 15:39:54
106^Emoluments^2013-09-30 15:39:55^2013-09-30 15:39:55
107^Personnel^2013-09-30 15:39:55^2013-09-30 15:39:55
108^Institute^2013-09-30 15:39:57^2013-09-30 15:39:57
109^Applied^2013-09-30 15:39:57^2013-09-30 15:39:57
110^IAMR^2013-09-30 15:39:58^2013-09-30 15:39:58
111^Colleges^2013-09-30 15:39:59^2013-09-30 15:39:59
112^Enrolment^2013-09-30 15:39:59^2013-09-30 15:39:59
113^Education^2013-09-30 15:39:59^2013-09-30 15:39:59
114^Variables^2013-09-30 15:40:00^2013-09-30 15:40:00
115^Students^2013-09-30 15:40:00^2013-09-30 15:40:00
116^University^2013-09-30 15:40:00^2013-09-30 15:40:00
117^Commission^2013-09-30 15:40:01^2013-09-30 15:40:01
118^UGC^2013-09-30 15:40:01^2013-09-30 15:40:01
119^Report^2013-09-30 15:40:02^2013-09-30 15:40:02
120^1976^2013-09-30 15:40:04^2013-09-30 15:40:04
121^77^2013-09-30 15:40:04^2013-09-30 15:40:04
122^2006^2013-09-30 15:40:04^2013-09-30 15:40:04
123^Higher^2013-09-30 15:40:05^2013-09-30 15:40:05
124^Disciplines^2013-09-30 15:40:05^2013-09-30 15:40:05
125^1985^2013-09-30 15:40:07^2013-09-30 15:40:07
126^86^2013-09-30 15:40:08^2013-09-30 15:40:08
127^1974^2013-09-30 15:40:11^2013-09-30 15:40:11
128^75^2013-09-30 15:40:11^2013-09-30 15:40:11
129^1998^2013-09-30 15:40:14^2013-09-30 15:40:14
130^99^2013-09-30 15:40:14^2013-09-30 15:40:14
131^Technical^2013-09-30 15:40:16^2013-09-30 15:40:16
132^Indian^2013-09-30 15:40:16^2013-09-30 15:40:16
133^Publication^2013-09-30 15:40:16^2013-09-30 15:40:16
134^Figures^2013-09-30 15:40:17^2013-09-30 15:40:17
135^1947^2013-09-30 15:40:17^2013-09-30 15:40:17
136^Engineering^2013-09-30 15:40:18^2013-09-30 15:40:18
137^Degree^2013-09-30 15:40:19^2013-09-30 15:40:19
138^Holders^2013-09-30 15:40:19^2013-09-30 15:40:19
139^Working^2013-09-30 15:40:19^2013-09-30 15:40:19
140^NTMIS^2013-09-30 15:40:20^2013-09-30 15:40:20
141^AICTE^2013-09-30 15:40:20^2013-09-30 15:40:20
142^1994^2013-09-30 15:40:21^2013-09-30 15:40:21
143^Doctorate^2013-09-30 15:40:21^2013-09-30 15:40:21
144^Degrees^2013-09-30 15:40:22^2013-09-30 15:40:22
145^1984^2013-09-30 15:40:24^2013-09-30 15:40:24
146^85^2013-09-30 15:40:24^2013-09-30 15:40:24
147^Centre^2013-09-30 15:40:25^2013-09-30 15:40:25
148^Analysis^2013-09-30 15:40:26^2013-09-30 15:40:26
149^MHRD^2013-09-30 15:40:26^2013-09-30 15:40:26
150^Revenue^2013-09-30 15:40:30^2013-09-30 15:40:30
151^Account^2013-09-30 15:40:31^2013-09-30 15:40:31
152^Budget^2013-09-30 15:40:33^2013-09-30 15:40:33
153^Estimates^2013-09-30 15:40:34^2013-09-30 15:40:34
154^Seekers^2013-09-30 15:40:37^2013-09-30 15:40:37
155^Registers^2013-09-30 15:40:37^2013-09-30 15:40:37
156^Employment^2013-09-30 15:40:37^2013-09-30 15:40:37
157^Exchange^2013-09-30 15:40:37^2013-09-30 15:40:37
158^Period^2013-09-30 15:40:37^2013-09-30 15:40:37
159^Exchanges^2013-09-30 15:40:38^2013-09-30 15:40:38
160^Fields^2013-09-30 15:40:38^2013-09-30 15:40:38
161^1971^2013-09-30 15:40:39^2013-09-30 15:40:39
162^Applications^2013-09-30 15:40:40^2013-09-30 15:40:40
163^Patents^2013-09-30 15:40:40^2013-09-30 15:40:40
164^Persons^2013-09-30 15:40:41^2013-09-30 15:40:41
165^Patent^2013-09-30 15:40:41^2013-09-30 15:40:41
166^Office^2013-09-30 15:40:41^2013-09-30 15:40:41
167^Reports^2013-09-30 15:40:41^2013-09-30 15:40:41
168^Controller^2013-09-30 15:40:41^2013-09-30 15:40:41
169^General^2013-09-30 15:40:41^2013-09-30 15:40:41
170^Designs^2013-09-30 15:40:42^2013-09-30 15:40:42
171^Foreign^2013-09-30 15:40:44^2013-09-30 15:40:44
172^Countries^2013-09-30 15:40:44^2013-09-30 15:40:44
173^Different^2013-09-30 15:40:47^2013-09-30 15:40:47
174^States^2013-09-30 15:40:48^2013-09-30 15:40:48
175^Researchers^2013-09-30 15:40:54^2013-09-30 15:40:54
176^People^2013-09-30 15:40:54^2013-09-30 15:40:54
177^Population^2013-09-30 15:40:54^2013-09-30 15:40:54
178^UNESCO^2013-09-30 15:40:54^2013-09-30 15:40:54
179^Capita^2013-09-30 15:40:57^2013-09-30 15:40:57
180^Citizenship^2013-09-30 15:40:59^2013-09-30 15:40:59
181^Citizens^2013-09-30 15:40:59^2013-09-30 15:40:59
182^Doctorates^2013-09-30 15:41:00^2013-09-30 15:41:00
183^US^2013-09-30 15:41:00^2013-09-30 15:41:00
184^Indicators^2013-09-30 15:41:00^2013-09-30 15:41:00
185^NSF^2013-09-30 15:41:01^2013-09-30 15:41:01
186^USA^2013-09-30 15:41:01^2013-09-30 15:41:01
187^Financial^2013-09-30 15:41:02^2013-09-30 15:41:02
188^Progress^2013-09-30 15:41:02^2013-09-30 15:41:02
189^Planning^2013-09-30 15:41:03^2013-09-30 15:41:03
190^1992^2013-09-30 15:41:04^2013-09-30 15:41:04
191^1997^2013-09-30 15:41:04^2013-09-30 15:41:04
192^Statistical^2013-09-30 15:41:05^2013-09-30 15:41:05
193^Health^2013-09-30 15:41:05^2013-09-30 15:41:05
194^Agriculture^2013-09-30 15:41:05^2013-09-30 15:41:05
195^Production^2013-09-30 15:41:05^2013-09-30 15:41:05
196^Dataset^2013-09-30 15:41:10^2013-09-30 15:41:10
197^Details^2013-09-30 15:41:11^2013-09-30 15:41:11
198^10^2013-09-30 15:41:13^2013-09-30 15:41:13
199^2000^2013-09-30 15:41:18^2013-09-30 15:41:18
200^2001^2013-09-30 15:41:21^2013-09-30 15:41:21
201^2008^2013-09-30 15:41:39^2013-09-30 15:41:39
202^Twelve^2013-09-30 15:42:00^2013-09-30 15:42:00
203^Microsatellite^2013-09-30 15:42:01^2013-09-30 15:42:01
204^Markers^2013-09-30 15:42:01^2013-09-30 15:42:01
205^Fejervarya^2013-09-30 15:42:01^2013-09-30 15:42:01
206^Keralensis^2013-09-30 15:42:01^2013-09-30 15:42:01
207^Species^2013-09-30 15:42:01^2013-09-30 15:42:01
208^Endemic^2013-09-30 15:42:01^2013-09-30 15:42:01
209^Western^2013-09-30 15:42:02^2013-09-30 15:42:02
210^Biodiversity^2013-09-30 15:42:02^2013-09-30 15:42:02
211^Primers^2013-09-30 15:42:02^2013-09-30 15:42:02
212^Polymerase^2013-09-30 15:42:02^2013-09-30 15:42:02
213^Reactions^2013-09-30 15:42:03^2013-09-30 15:42:03
214^Polymorphic^2013-09-30 15:42:03^2013-09-30 15:42:03
215^Sample^2013-09-30 15:42:03^2013-09-30 15:42:03
216^Individuals^2013-09-30 15:42:03^2013-09-30 15:42:03
217^Schenduruni^2013-09-30 15:42:03^2013-09-30 15:42:03
218^Wildlife^2013-09-30 15:42:03^2013-09-30 15:42:03
219^Sanctuary^2013-09-30 15:42:03^2013-09-30 15:42:03
220^Kerala^2013-09-30 15:42:04^2013-09-30 15:42:04
221^Average^2013-09-30 15:42:04^2013-09-30 15:42:04
222^Alleles^2013-09-30 15:42:04^2013-09-30 15:42:04
223^Heterozygosities^2013-09-30 15:42:04^2013-09-30 15:42:04
224^Conservation^2013-09-30 15:42:04^2013-09-30 15:42:04
225^Studies^2013-09-30 15:42:04^2013-09-30 15:42:04
226^Raveendran^2013-09-30 15:42:05^2013-09-30 15:42:05
227^Sujith^2013-09-30 15:42:05^2013-09-30 15:42:05
228^Gopalan^2013-09-30 15:42:05^2013-09-30 15:42:05
229^George^2013-09-30 15:42:05^2013-09-30 15:42:05
230^Chemical^2013-09-30 15:42:05^2013-09-30 15:42:05
231^Biology^2013-09-30 15:42:05^2013-09-30 15:42:05
232^Laboratory^2013-09-30 15:42:06^2013-09-30 15:42:06
233^Gandhi^2013-09-30 15:42:06^2013-09-30 15:42:06
234^Thiruvananthapuram^2013-09-30 15:42:07^2013-09-30 15:42:07
235^Sgeorge^2013-09-30 15:42:07^2013-09-30 15:42:07
236^RGCB^2013-09-30 15:42:08^2013-09-30 15:42:08
237^12^2013-09-30 15:42:08^2013-09-30 15:42:08
238^23^2013-09-30 15:42:08^2013-09-30 15:42:08
239^65^2013-09-30 15:42:09^2013-09-30 15:42:09
240^57^2013-09-30 15:42:09^2013-09-30 15:42:09
241^695014^2013-09-30 15:42:10^2013-09-30 15:42:10
242^Regional^2013-09-30 15:42:11^2013-09-30 15:42:11
243^RCB^2013-09-30 15:42:12^2013-09-30 15:42:12
244^Gurgaon^2013-09-30 15:42:12^2013-09-30 15:42:12
245^Resource^2013-09-30 15:42:13^2013-09-30 15:42:13
246^Publications^2013-09-30 15:42:16^2013-09-30 15:42:16
247^Programs^2013-09-30 15:42:18^2013-09-30 15:42:18
248^Workshops^2013-09-30 15:42:19^2013-09-30 15:42:19
249^Organized^2013-09-30 15:42:19^2013-09-30 15:42:19
250^Instruments^2013-09-30 15:42:21^2013-09-30 15:42:21
251^Animal^2013-09-30 15:42:22^2013-09-30 15:42:22
252^Biotechnolgy^2013-09-30 15:42:22^2013-09-30 15:42:22
253^Hyderabad^2013-09-30 15:42:23^2013-09-30 15:42:23
254^June^2013-09-30 15:42:23^2013-09-30 15:42:23
255^NIAB^2013-09-30 15:42:23^2013-09-30 15:42:23
256^Composition^2013-09-30 15:42:25^2013-09-30 15:42:25
257^Bioprocessing^2013-09-30 15:42:26^2013-09-30 15:42:26
258^Council^2013-09-30 15:42:26^2013-09-30 15:42:26
259^Committees^2013-09-30 15:42:26^2013-09-30 15:42:26
260^Bodies^2013-09-30 15:42:26^2013-09-30 15:42:26
261^BPUs^2013-09-30 15:42:26^2013-09-30 15:42:26
262^Processing^2013-09-30 15:42:26^2013-09-30 15:42:26
263^BPU^2013-09-30 15:42:27^2013-09-30 15:42:27
264^Mohali^2013-09-30 15:42:27^2013-09-30 15:42:27
265^17^2013-09-30 15:42:27^2013-09-30 15:42:27
266^Thesis^2013-09-30 15:42:30^2013-09-30 15:42:30
267^Student^2013-09-30 15:42:31^2013-09-30 15:42:31
268^NCCS^2013-09-30 15:42:31^2013-09-30 15:42:31
269^Sciences^2013-09-30 15:42:31^2013-09-30 15:42:31
270^Monthly^2013-09-30 15:42:32^2013-09-30 15:42:32
271^Remuneration^2013-09-30 15:42:32^2013-09-30 15:42:32
272^Compensation^2013-09-30 15:42:33^2013-09-30 15:42:33
273^27^2013-09-30 15:42:35^2013-09-30 15:42:35
274^Dengue^2013-09-30 15:42:37^2013-09-30 15:42:37
275^Serotyping^2013-09-30 15:42:38^2013-09-30 15:42:38
276^PCR^2013-09-30 15:42:38^2013-09-30 15:42:38
277^Direct^2013-09-30 15:42:38^2013-09-30 15:42:38
278^RNA^2013-09-30 15:42:38^2013-09-30 15:42:38
279^Division^2013-09-30 15:42:39^2013-09-30 15:42:39
280^Medicine^2013-09-30 15:42:39^2013-09-30 15:42:39
281^Diagnostics^2013-09-30 15:42:39^2013-09-30 15:42:39
282^NABI^2013-09-30 15:42:41^2013-09-30 15:42:41
283^Scientists^2013-09-30 15:42:41^2013-09-30 15:42:41
284^Societal^2013-09-30 15:42:45^2013-09-30 15:42:45
285^Seminars^2013-09-30 15:43:05^2013-09-30 15:43:05
286^Genomics^2013-09-30 15:43:06^2013-09-30 15:43:06
287^NIBMG^2013-09-30 15:43:06^2013-09-30 15:43:06
288^Kalyani^2013-09-30 15:43:06^2013-09-30 15:43:06
289^Bioresources^2013-09-30 15:43:07^2013-09-30 15:43:07
290^Imphal^2013-09-30 15:43:08^2013-09-30 15:43:08
291^Speakers^2013-09-30 15:43:08^2013-09-30 15:43:08
292^Conference^2013-09-30 15:43:08^2013-09-30 15:43:08
293^IBSD^2013-09-30 15:43:08^2013-09-30 15:43:08
294^Twinning^2013-09-30 15:43:09^2013-09-30 15:43:09
295^Individual^2013-09-30 15:43:11^2013-09-30 15:43:11
296^Scientist^2013-09-30 15:43:12^2013-09-30 15:43:12
297^Network^2013-09-30 15:43:13^2013-09-30 15:43:13
298^Profiles^2013-09-30 15:43:15^2013-09-30 15:43:15
299^Support^2013-09-30 15:43:16^2013-09-30 15:43:16
300^Linked^2013-09-30 15:43:16^2013-09-30 15:43:16
301^Trainees^2013-09-30 15:43:17^2013-09-30 15:43:17
302^Alliance^2013-09-30 15:43:18^2013-09-30 15:43:18
303^Summer^2013-09-30 15:43:18^2013-09-30 15:43:18
304^Training^2013-09-30 15:43:18^2013-09-30 15:43:18
305^Programme^2013-09-30 15:43:18^2013-09-30 15:43:18
306^Academies^2013-09-30 15:43:19^2013-09-30 15:43:19
307^Addition^2013-09-30 15:43:19^2013-09-30 15:43:19
308^Institutions^2013-09-30 15:43:19^2013-09-30 15:43:19
309^Fellows^2013-09-30 15:43:21^2013-09-30 15:43:21
310^Immunology^2013-09-30 15:43:26^2013-09-30 15:43:26
311^1st^2013-09-30 15:43:27^2013-09-30 15:43:27
312^NII^2013-09-30 15:43:27^2013-09-30 15:43:27
313^31^2013-09-30 15:43:27^2013-09-30 15:43:27
314^Members^2013-09-30 15:43:28^2013-09-30 15:43:28
315^Hon’ble^2013-09-30 15:43:29^2013-09-30 15:43:29
316^Constituency^2013-09-30 15:43:29^2013-09-30 15:43:29
317^Secretariat^2013-09-30 15:43:29^2013-09-30 15:43:29
318^1952^2013-09-30 15:43:29^2013-09-30 15:43:29
319^1957^2013-09-30 15:43:30^2013-09-30 15:43:30
320^Second^2013-09-30 15:43:31^2013-09-30 15:43:31
321^1962^2013-09-30 15:43:32^2013-09-30 15:43:32
322^1967^2013-09-30 15:43:33^2013-09-30 15:43:33
323^December^2013-09-30 15:43:35^2013-09-30 15:43:35
324^January^2013-09-30 15:43:37^2013-09-30 15:43:37
325^15^2013-09-30 15:43:38^2013-09-30 15:43:38
326^18^2013-09-30 15:43:38^2013-09-30 15:43:38
327^1977^2013-09-30 15:43:38^2013-09-30 15:43:38
328^August^2013-09-30 15:43:40^2013-09-30 15:43:40
329^22^2013-09-30 15:43:40^2013-09-30 15:43:40
330^1979^2013-09-30 15:43:40^2013-09-30 15:43:40
331^November^2013-09-30 15:43:42^2013-09-30 15:43:42
332^1989^2013-09-30 15:43:43^2013-09-30 15:43:43
333^Seventh^2013-09-30 15:43:44^2013-09-30 15:43:44
334^1991^2013-09-30 15:43:47^2013-09-30 15:43:47
335^May^2013-09-30 15:43:48^2013-09-30 15:43:48
336^20^2013-09-30 15:43:49^2013-09-30 15:43:49
337^Eleventh^2013-09-30 15:43:50^2013-09-30 15:43:50
338^Twelfth^2013-09-30 15:43:52^2013-09-30 15:43:52
339^26^2013-09-30 15:43:53^2013-09-30 15:43:53
340^1999^2013-09-30 15:43:53^2013-09-30 15:43:53
341^Thirteenth^2013-09-30 15:43:54^2013-09-30 15:43:54
342^October^2013-09-30 15:43:55^2013-09-30 15:43:55
343^February^2013-09-30 15:43:55^2013-09-30 15:43:55
344^Fourteenth^2013-09-30 15:43:56^2013-09-30 15:43:56
345^Fifteenth^2013-09-30 15:43:59^2013-09-30 15:43:59
346^Attendance^2013-09-30 15:44:01^2013-09-30 15:44:01
347^Session^2013-09-30 15:44:01^2013-09-30 15:44:01
348^Member^2013-09-30 15:44:02^2013-09-30 15:44:02
349^Register^2013-09-30 15:44:03^2013-09-30 15:44:03
350^July^2013-09-30 15:44:07^2013-09-30 15:44:07
351^Winter^2013-09-30 15:44:08^2013-09-30 15:44:08
352^19^2013-09-30 15:44:09^2013-09-30 15:44:09
353^21^2013-09-30 15:44:10^2013-09-30 15:44:10
354^16^2013-09-30 15:44:12^2013-09-30 15:44:12
355^Monsoon^2013-09-30 15:44:13^2013-09-30 15:44:13
356^25^2013-09-30 15:44:21^2013-09-30 15:44:21
357^September^2013-09-30 15:44:23^2013-09-30 15:44:23
358^29^2013-09-30 15:44:26^2013-09-30 15:44:26
359^11^2013-09-30 15:44:30^2013-09-30 15:44:30
360^Presentation^2013-09-30 15:44:35^2013-09-30 15:44:35
361^PDF^2013-09-30 15:44:36^2013-09-30 15:44:36
362^14^2013-09-30 15:44:36^2013-09-30 15:44:36
363^24^2013-09-30 15:44:36^2013-09-30 15:44:36
364^Category^2013-09-30 15:44:38^2013-09-30 15:44:38
365^Status^2013-09-30 15:44:38^2013-09-30 15:44:38
366^Introduction^2013-09-30 15:44:38^2013-09-30 15:44:38
367^Function^2013-09-30 15:44:39^2013-09-30 15:44:39
368^Parliament^2013-09-30 15:44:39^2013-09-30 15:44:39
369^Statute^2013-09-30 15:44:39^2013-09-30 15:44:39
370^Cannot^2013-09-30 15:44:40^2013-09-30 15:44:40
371^Approval^2013-09-30 15:44:40^2013-09-30 15:44:40
372^Houses^2013-09-30 15:44:40^2013-09-30 15:44:40
373^Assent^2013-09-30 15:44:40^2013-09-30 15:44:40
374^President^2013-09-30 15:44:41^2013-09-30 15:44:41
375^Process^2013-09-30 15:44:41^2013-09-30 15:44:41
376^Making^2013-09-30 15:44:41^2013-09-30 15:44:41
377^Minister^2013-09-30 15:44:41^2013-09-30 15:44:41
378^Private^2013-09-30 15:44:44^2013-09-30 15:44:44
379^Sessions^2013-09-30 15:44:50^2013-09-30 15:44:50
380^Disruptions^2013-09-30 15:44:52^2013-09-30 15:44:52
381^Interruptions^2013-09-30 15:44:53^2013-09-30 15:44:53
382^Sittings^2013-09-30 15:44:56^2013-09-30 15:44:56
383^Adjournments^2013-09-30 15:44:57^2013-09-30 15:44:57
384^Matters^2013-09-30 15:45:01^2013-09-30 15:45:01
385^Importance^2013-09-30 15:45:02^2013-09-30 15:45:02
386^Starred^2013-09-30 15:45:03^2013-09-30 15:45:03
387^Questions^2013-09-30 15:45:03^2013-09-30 15:45:03
388^Orally^2013-09-30 15:45:04^2013-09-30 15:45:04
389^Concerned^2013-09-30 15:45:04^2013-09-30 15:45:04
390^Visitors^2013-09-30 15:45:05^2013-09-30 15:45:05
391^Gallery^2013-09-30 15:45:05^2013-09-30 15:45:05
392^visitors’^2013-09-30 15:45:06^2013-09-30 15:45:06
393^Unstarred^2013-09-30 15:45:07^2013-09-30 15:45:07
394^Bulletin^2013-09-30 15:45:11^2013-09-30 15:45:11
395^English^2013-09-30 15:45:11^2013-09-30 15:45:11
396^Record^2013-09-30 15:45:12^2013-09-30 15:45:12
397^Mention^2013-09-30 15:45:12^2013-09-30 15:45:12
398^Question^2013-09-30 15:45:12^2013-09-30 15:45:12
399^Papers^2013-09-30 15:45:12^2013-09-30 15:45:12
400^Subject^2013-09-30 15:45:13^2013-09-30 15:45:13
401^Calling^2013-09-30 15:45:13^2013-09-30 15:45:13
402^Attention^2013-09-30 15:45:13^2013-09-30 15:45:13
403^Consideration^2013-09-30 15:45:13^2013-09-30 15:45:13
404^Passing^2013-09-30 15:45:14^2013-09-30 15:45:14
405^Return^2013-09-30 15:45:14^2013-09-30 15:45:14
406^Compilation^2013-09-30 15:45:14^2013-09-30 15:45:14
407^Bulletins^2013-09-30 15:45:15^2013-09-30 15:45:15
408^Editing^2013-09-30 15:45:15^2013-09-30 15:45:15
409^Journal^2013-09-30 15:45:16^2013-09-30 15:45:16
410^Speeches^2013-09-30 15:45:17^2013-09-30 15:45:17
411^Synopsis^2013-09-30 15:45:17^2013-09-30 15:45:17
412^Proceedings^2013-09-30 15:45:17^2013-09-30 15:45:17
413^Official^2013-09-30 15:45:17^2013-09-30 15:45:17
414^II^2013-09-30 15:45:18^2013-09-30 15:45:18
415^Intersession^2013-09-30 15:45:19^2013-09-30 15:45:19
416^Constitution^2013-09-30 15:45:19^2013-09-30 15:45:19
417^Reconstitution^2013-09-30 15:45:19^2013-09-30 15:45:19
418^Changes^2013-09-30 15:45:20^2013-09-30 15:45:20
419^Membership^2013-09-30 15:45:20^2013-09-30 15:45:20
420^Reference^2013-09-30 15:45:20^2013-09-30 15:45:20
421^Motions^2013-09-30 15:45:20^2013-09-30 15:45:20
422^Election^2013-09-30 15:45:20^2013-09-30 15:45:20
423^Resignation^2013-09-30 15:45:20^2013-09-30 15:45:20
424^Vacancies^2013-09-30 15:45:21^2013-09-30 15:45:21
425^Business^2013-09-30 15:45:21^2013-09-30 15:45:21
426^Agenda^2013-09-30 15:45:22^2013-09-30 15:45:22
427^Advance^2013-09-30 15:45:22^2013-09-30 15:45:22
428^Meetings^2013-09-30 15:45:23^2013-09-30 15:45:23
429^Schedule^2013-09-30 15:45:23^2013-09-30 15:45:23
430^Respect^2013-09-30 15:45:24^2013-09-30 15:45:24
431^Duration^2013-09-30 15:45:27^2013-09-30 15:45:27
432^Discussions^2013-09-30 15:45:27^2013-09-30 15:45:27
433^Resolutions^2013-09-30 15:45:28^2013-09-30 15:45:28
434^Birthday^2013-09-30 15:45:29^2013-09-30 15:45:29
435^Debates^2013-09-30 15:45:30^2013-09-30 15:45:30
